Latitude,Longitude,Feature_ID,Village,nitrogen_N_2023-24,phosphorus_P_2023-24,potassium_K_2023-24,organic_carbon_OC_2023-24,pH_2023-24,EC_2023-24,sulphur_S_2023-24,zinc_Zn_2023-24,iron_Fe_2023-24,copper_Cu_2023-24,manganese_Mn_2023-24,boron_B_2023-24,nitrogen_N_2024-25,phosphorus_P_2024-25,potassium_K_2024-25,organic_carbon_OC_2024-25,pH_2024-25,EC_2024-25,sulphur_S_2024-25,zinc_Zn_2024-25,iron_Fe_2024-25,copper_Cu_2024-25,manganese_Mn_2024-25,boron_B_2024-25,nitrogen_N_2025-26,phosphorus_P_2025-26,potassium_K_2025-26,organic_carbon_OC_2025-26,pH_2025-26,EC_2025-26,sulphur_S_2025-26,zinc_Zn_2025-26,iron_Fe_2025-26,copper_Cu_2025-26,manganese_Mn_2025-26,boron_B_2025-26
14.602000,79.888000,28_515_shc_2024-25.9450,Vavveru,,,,,,,,,,,,,88.0,164.0,71.0,1.13,6.9,0.43,176.0,0.23,8.41,0.42,9.38,0.88,,,,,,,,,,,,
14.602000,79.888000,28_515_shc_2024-25.9559,Vavveru,,,,,,,,,,,,,188.0,62.0,135.0,1.58,7.1,0.23,176.0,0.46,7.31,0.34,3.62,0.47,,,,,,,,,,,,
14.602000,79.888000,28_515_shc_2024-25.9620,Vavveru,,,,,,,,,,,,,176.0,109.0,90.0,1.58,6.08,0.37,77.0,0.48,7.26,0.16,7.21,0.06,,,,,,,,,,,,
14.608000,79.888000,28_515_shc_2025-26.2102,Munulapudi,,,,,,,,,,,,,,,,,,,,,,,,,176.0,13.8,515.0,0.55,7.3,0.56,101.57,0.19,6.19,0.28,3.22,0.22
14.608000,79.888000,28_515_shc_2025-26.2103,Munulapudi,,,,,,,,,,,,,,,,,,,,,,,,,251.0,0.8,441.0,0.55,6.5,1.39,52.53,0.38,6.15,0.37,1.95,0.5
14.608000,79.892000,28_515_shc_2025-26.4306,Munulapudi,,,,,,,,,,,,,,,,,,,,,,,,,113.0,1.5,323.0,0.52,6.33,0.82,122.58,0.26,3.12,0.13,2.08,0.09
14.608000,79.928000,28_515_shc_2024-25.2330,Pedaputhedu,,,,,,,,,,,,,138.0,35.0,84.0,1.49,7.02,0.24,37.0,0.72,20.16,0.38,24.21,0.31,,,,,,,,,,,,
14.608000,79.928000,28_515_shc_2024-25.3622,Thurimerla,,,,,,,,,,,,,163.0,38.0,129.0,1.25,7.65,1.83,2.0,0.38,0.38,0.16,7.36,0.63,,,,,,,,,,,,
14.608000,79.928000,28_515_shc_2024-25.3658,Thurimerla,,,,,,,,,,,,,138.0,164.0,135.0,1.16,7.6,0.95,14.0,0.32,6.28,0.38,6.84,0.53,,,,,,,,,,,,
14.608000,79.928000,28_515_shc_2024-25.15299,Pedaputhedu,,,,,,,,,,,,,125.0,164.0,122.0,1.39,7.45,0.48,14.0,0.84,20.4,2.21,12.04,1.13,,,,,,,,,,,,
14.608000,79.928000,28_515_shc_2024-25.15302,Pedaputhedu,,,,,,,,,,,,,151.0,164.0,451.0,0.29,7.21,0.41,44.0,0.71,18.21,0.38,6.81,0.37,,,,,,,,,,,,
14.608000,79.928000,28_515_shc_2024-25.15319,Pedaputhedu,,,,,,,,,,,,,151.0,17.0,148.0,0.96,7.08,1.17,54.0,0.41,22.38,0.26,28.31,0.97,,,,,,,,,,,,
14.608000,79.928000,28_515_shc_2024-25.15322,Pedaputhedu,,,,,,,,,,,,,163.0,157.0,309.0,1.02,6.7,0.74,58.0,0.21,28.31,2.14,14.26,0.15,,,,,,,,,,,,
14.608000,79.928000,28_515_shc_2024-25.15360,Pedaputhedu,,,,,,,,,,,,,63.0,164.0,135.0,0.35,6.42,0.97,19.0,0.68,19.38,0.24,11.18,0.56,,,,,,,,,,,,
14.608000,79.928000,28_515_shc_2024-25.15536,Pedaputhedu,,,,,,,,,,,,,88.0,164.0,122.0,1.39,7.43,0.48,176.0,0.38,16.14,1.18,18.18,0.91,,,,,,,,,,,,
14.602000,79.962000,28_515_shc_2024-25.713,Gandavaram,,,,,,,,,,,,,151.0,127.8,206.6,0.39,6.6,0.81,1.8,0.62,12.18,0.32,7.28,0.82,,,,,,,,,,,,
14.602000,79.982000,28_515_shc_2024-25.1813,Bodduvaripalem,,,,,,,,,,,,,213.0,69.9,250.3,0.32,6.56,0.27,75.6,0.68,7.28,0.91,12.8,0.72,,,,,,,,,,,,
14.602000,79.982000,28_515_shc_2024-25.10483,Bodduvaripalem,,,,,,,,,,,,,188.0,42.6,103.3,0.67,6.85,0.92,15.8,1.12,31.16,0.35,12.11,0.15,,,,,,,,,,,,
14.602000,79.982000,28_515_shc_2024-25.10517,Bodduvaripalem,,,,,,,,,,,,,100.0,1.1,251.8,0.57,6.86,0.63,108.9,0.38,20.1,0.16,9.16,1.1,,,,,,,,,,,,
14.602000,79.982000,28_515_shc_2024-25.10532,Bodduvaripalem,,,,,,,,,,,,,251.0,45.9,90.4,0.5,6.8,0.25,47.4,0.48,8.41,0.14,7.24,0.06,63.0,13.1,49.7,0.3,7.45,0.1,95.0,0.34,3.86,2.15,1.08,0.44
14.602000,79.982000,28_515_shc_2024-25.10533,Bodduvaripalem,,,,,,,,,,,,,113.0,42.6,542.4,0.75,6.92,0.99,117.7,0.46,16.4,0.21,14.31,0.18,,,,,,,,,,,,
14.602000,79.982000,28_515_shc_2024-25.10550,Bodduvaripalem,,,,,,,,,,,,,213.0,69.9,193.7,0.7,6.78,0.62,54.5,0.21,18.16,0.24,6.38,0.44,226.0,24.6,621.0,0.2,6.92,0.24,67.0,0.51,21.8,0.07,1.93,0.94
14.602000,79.982000,28_515_shc_2024-25.10606,Bodduvaripalem,,,,,,,,,,,,,226.0,79.7,238.9,0.16,6.82,0.85,176.0,0.28,21.8,0.48,24.8,1.28,,,,,,,,,,,,
14.602000,79.982000,28_515_shc_2024-25.10607,Bodduvaripalem,,,,,,,,,,,,,188.0,69.9,251.8,0.25,6.88,1.03,54.5,0.41,18.64,0.72,26.4,1.85,,,,,,,,,,,,
14.602000,79.982000,28_515_shc_2024-25.10634,Bodduvaripalem,,,,,,,,,,,,,151.0,52.4,284.1,0.73,6.65,0.68,43.9,0.14,9.16,0.18,16.3,0.12,,,,,,,,,,,,
14.605000,79.995000,28_515_shc_2023-24.6140,Talamanchi,125.0,17.0,195.0,0.48,7.3,0.2,47.0,0.41,7.31,0.38,3.83,0.11,,,,,,,,,,,,,,,,,,,,,,,,
14.605000,79.995000,28_515_shc_2023-24.7072,Talamanchi,138.0,20.0,111.0,0.71,7.8,0.3,97.0,0.41,3.42,0.38,8.1,0.42,,,,,,,,,,,,,,,,,,,,,,,,
14.605000,79.995000,28_515_shc_2023-24.7230,Talamanchi,176.0,22.0,163.0,0.41,7.3,0.2,59.0,0.63,8.14,0.31,7.21,0.19,,,,,,,,,,,,,,,,,,,,,,,,
14.608000,80.008000,28_515_shc_2024-25.10362,Talamanchi,,,,,,,,,,,,,251.0,17.5,348.7,0.31,6.91,1.69,65.1,0.21,9.14,0.28,26.4,0.59,,,,,,,,,,,,
14.608000,80.022000,28_515_shc_2024-25.6822,Talamanchi,,,,,,,,,,,,,213.0,17.5,213.1,0.5,6.76,0.43,96.6,0.14,9.38,0.28,28.6,0.31,,,,,,,,,,,,
14.605000,80.025000,28_515_shc_2024-25.10329,Gundalammapalem,,,,,,,,,,,,,176.0,1.1,71.0,0.1,7.02,0.48,126.5,0.26,9.06,0.54,18.48,0.22,,,,,,,,,,,,
14.605000,80.025000,28_515_shc_2024-25.10341,Gundalammapalem,,,,,,,,,,,,,163.0,1.1,129.1,0.23,7.24,0.57,87.9,0.14,12.8,0.48,10.18,0.5,,,,,,,,,,,,
14.602000,80.048000,28_515_shc_2023-24.5598,Venkannapuram,50.0,7.0,32.0,0.22,7.3,0.3,14.0,0.42,7.3,0.24,7.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,
14.602000,80.068000,28_515_shc_2023-24.5938,Chowkacherla,138.0,14.0,215.0,0.48,5.5,1.4,26.0,0.84,17.4,0.96,7.14,0.58,238.0,14.2,83.9,0.99,7.97,1.75,47.4,0.36,4.31,0.42,3.81,0.41,,,,,,,,,,,,
14.605000,80.085000,28_515_shc_2024-25.20771,Vavilla,,,,,,,,,,,,,100.0,56.8,271.2,0.41,7.04,0.92,12.3,0.38,7.21,0.38,7.21,0.88,,,,,,,,,,,,
14.605000,80.085000,28_515_shc_2024-25.20772,Vavilla,,,,,,,,,,,,,151.0,55.7,329.3,0.72,7.02,0.99,40.4,0.18,5.26,0.26,5.21,0.73,,,,,,,,,,,,
14.605000,80.085000,28_515_shc_2024-25.20773,Vavilla,,,,,,,,,,,,,113.0,17.5,445.5,0.21,6.91,0.92,47.4,0.24,8.14,0.18,6.16,0.35,,,,,,,,,,,,
14.605000,80.085000,28_515_shc_2024-25.21135,Vavilla,,,,,,,,,,,,,138.0,7.6,284.1,0.62,6.96,0.97,66.8,0.26,4.18,0.14,6.48,0.63,,,,,,,,,,,,
14.605000,80.085000,28_515_shc_2024-25.21138,Vavilla,,,,,,,,,,,,,176.0,164.0,238.9,0.93,6.99,0.86,73.8,0.14,6.21,0.21,2.41,0.47,,,,,,,,,,,,
14.602000,80.088000,28_515_shc_2024-25.10783,Alaganipadu,,,,,,,,,,,,,63.0,78.6,361.6,0.44,7.72,0.13,100.2,0.84,14.09,0.18,7.18,1.96,,,,,,,,,,,,
14.602000,80.088000,28_515_shc_2024-25.10791,Alaganipadu,,,,,,,,,,,,,238.0,164.0,245.4,0.68,8.01,0.1,43.9,0.38,6.38,0.28,12.48,0.54,,,,,,,,,,,,
14.608000,80.142000,28_515_shc_2024-25.2977,Varini,,,,,,,,,,,,,138.0,17.5,316.4,0.51,8.44,0.34,61.5,0.38,9.36,0.24,8.26,1.83,,,,,,,,,,,,
14.608000,80.142000,28_515_shc_2024-25.2978,Varini,,,,,,,,,,,,,138.0,1.1,284.1,0.54,8.41,5.38,12.3,0.38,7.18,0.24,7.28,0.28,238.0,10.0,348.0,0.1,7.7,0.12,35.0,0.79,6.71,0.16,5.92,0.97
14.608000,80.142000,28_515_shc_2024-25.18952,Varini,,,,,,,,,,,,,100.0,5.5,264.7,0.39,8.48,0.46,28.1,0.41,10.4,0.18,9.14,0.47,,,,,,,,,,,,
14.615000,79.415000,28_515_shc_2024-25.12809,Amanichiruvella,,,,,,,,,,,,,125.0,19.0,523.0,0.69,7.69,0.21,12.0,0.66,9.24,3.18,13.51,0.59,,,,,,,,,,,,
14.612000,79.642000,28_515_shc_2024-25.10876,Atmakur,,,,,,,,,,,,,151.0,8.0,129.0,0.86,8.12,1.81,121.0,0.51,2.88,0.18,2.41,0.5,,,,,,,,,,,,
14.618000,79.662000,28_515_shc_2024-25.8369,Atmakur,,,,,,,,,,,,,88.0,25.0,193.0,0.45,7.26,1.86,30.0,0.54,2.14,0.38,4.28,0.31,,,,,,,,,,,,
14.612000,79.698000,28_515_shc_2024-25.15112,Peramana,,,,,,,,,,,,,75.0,1.0,187.0,1.13,8.4,1.08,26.0,0.24,6.48,0.18,0.14,0.15,,,,,,,,,,,,
14.612000,79.698000,28_515_shc_2024-25.15115,Peramana,,,,,,,,,,,,,113.0,1.0,225.0,0.75,8.1,1.03,26.0,0.34,4.18,0.38,0.24,0.72,,,,,,,,,,,,
14.612000,79.702000,28_515_shc_2025-26.8128,Peramana,,,,,,,,,,,,,,,,,,,,,,,,,25.0,1.5,521.4,0.64,6.92,0.29,154.1,0.38,4.91,0.31,5.17,0.44
14.615000,79.745000,28_515_shc_2024-25.10298,Korimerla,,,,,,,,,,,,,138.0,164.0,109.0,1.2,8.12,0.72,26.0,0.18,11.51,0.32,6.16,1.0,,,,,,,,,,,,
14.615000,79.765000,28_515_shc_2024-25.1795,Sangam,,,,,,,,,,,,,50.0,116.8,122.0,0.68,7.59,0.16,12.0,0.29,10.1,0.16,8.68,0.06,,,,,,,,,,,,
14.612000,79.782000,28_515_shc_2024-25.689,Tharunavaya,,,,,,,,,,,,,176.0,8.0,129.0,1.23,7.58,0.43,26.0,0.28,10.16,0.36,5.36,0.34,,,,,,,,,,,,
14.612000,79.782000,28_515_shc_2024-25.7368,Tharunavaya,,,,,,,,,,,,,163.0,25.0,129.0,0.95,7.35,0.25,18.0,0.21,10.38,0.48,0.86,1.07,,,,,,,,,,,,
14.612000,79.782000,28_515_shc_2024-25.7484,Tharunavaya,,,,,,,,,,,,,88.0,1.0,26.0,1.13,7.62,0.44,33.0,0.14,12.74,0.21,0.75,0.59,,,,,,,,,,,,
14.618000,79.822000,28_515_shc_2023-24.5930,Vangallu,88.0,9.0,85.0,0.33,7.4,0.3,54.0,0.13,8.2,0.28,1.5,0.42,,,,,,,,,,,,,,,,,,,,,,,,
14.618000,79.828000,28_515_shc_2024-25.7276,Vangallu,,,,,,,,,,,,,88.0,90.0,187.0,0.95,6.85,0.73,33.0,0.23,9.18,0.28,0.12,0.66,,,,,,,,,,,,
14.618000,79.828000,28_515_shc_2024-25.7316,Vangallu,,,,,,,,,,,,,188.0,52.0,116.0,0.27,7.75,1.29,19.0,0.61,9.12,0.35,0.19,0.91,,,,,,,,,,,,
14.618000,79.832000,28_515_shc_2024-25.747,Jangala Khandrika,,,,,,,,,,,,,188.0,164.0,541.0,0.75,7.04,0.26,26.0,0.26,11.14,0.24,0.2,0.44,,,,,,,,,,,,
14.618000,79.832000,28_515_shc_2025-26.3375,Jangala Khandrika,,,,,,,,,,,,,,,,,,,,,,,,,25.0,70.7,198.6,0.16,7.79,0.01,21.01,0.12,4.81,0.15,3.89,0.5
14.618000,79.832000,28_515_shc_2025-26.3384,Jangala Khandrika,,,,,,,,,,,,,,,,,,,,,,,,,75.0,29.2,366.2,0.16,7.19,0.05,115.58,0.21,14.1,0.66,2.11,0.57
14.612000,79.888000,28_515_shc_2024-25.5827,Munulapudi,,,,,,,,,,,,,100.0,164.0,71.0,1.65,7.83,0.32,81.0,0.34,21.26,0.41,3.14,0.34,,,,,,,,,,,,
14.612000,79.888000,28_515_shc_2024-25.8460,Munulapudi,,,,,,,,,,,,,25.0,164.0,90.0,1.8,7.86,0.24,7.0,0.38,16.28,0.26,3.14,0.78,,,,,,,,,,,,
14.618000,79.892000,28_515_shc_2025-26.1519,Munulapudi,,,,,,,,,,,,,,,,,,,,,,,,,251.0,3.1,385.0,0.49,6.31,1.29,143.59,0.17,4.47,0.18,1.33,0.44
14.615000,79.905000,28_515_shc_2024-25.779,Yelamanchipadu,,,,,,,,,,,,,113.0,35.0,109.0,1.19,6.52,1.78,26.0,0.46,16.21,0.26,6.38,0.82,,,,,,,,,,,,
14.612000,80.018000,28_515_shc_2024-25.10490,Talamanchi,,,,,,,,,,,,,88.0,18.6,316.9,0.1,7.54,0.65,68.5,0.36,18.3,0.41,6.84,0.85,,,,,,,,,,,,
14.612000,80.032000,28_515_shc_2023-24.5715,Damegunta,188.0,70.0,189.0,0.28,7.7,0.3,99.0,0.28,6.18,0.28,9.16,0.11,,,,,,,,,,,,,,,,,,,,,,,,
14.612000,80.032000,28_515_shc_2024-25.619,Damegunta,,,,,,,,,,,,,151.0,1.1,148.5,0.53,5.5,0.1,68.5,1.18,14.53,0.67,34.1,0.09,,,,,,,,,,,,
14.612000,80.032000,28_515_shc_2024-25.621,Damegunta,,,,,,,,,,,,,75.0,25.1,148.5,0.57,5.81,0.1,93.1,0.16,10.16,0.54,9.86,1.41,,,,,,,,,,,,
14.612000,80.032000,28_515_shc_2024-25.627,Damegunta,,,,,,,,,,,,,88.0,34.9,135.6,0.65,5.38,0.16,93.1,0.92,23.86,0.85,48.2,0.94,,,,,,,,,,,,
14.612000,80.032000,28_515_shc_2024-25.7039,Damegunta,,,,,,,,,,,,,63.0,25.1,142.1,0.82,5.53,0.1,137.1,0.28,12.48,0.21,10.41,0.31,,,,,,,,,,,,
14.612000,80.032000,28_515_shc_2024-25.7144,Damegunta,,,,,,,,,,,,,63.0,7.6,161.4,0.19,5.17,0.1,84.3,0.68,12.41,0.38,7.21,0.25,,,,,,,,,,,,
14.612000,80.032000,28_515_shc_2024-25.9941,Damegunta,,,,,,,,,,,,,113.0,164.0,116.2,0.5,5.8,0.24,72.0,0.28,7.28,0.62,9.38,0.56,,,,,,,,,,,,
14.618000,80.072000,28_515_shc_2023-24.5635,Dampuru,88.0,30.0,26.0,1.09,8.5,0.58,14.0,1.8,7.04,0.6,1.9,0.07,,,,,,,,,,,,,,,,,,,,,,,,
14.612000,80.072000,28_515_shc_2024-25.8008,Dampuru,,,,,,,,,,,,,100.0,62.2,607.0,0.1,6.72,0.1,8.8,0.36,9.28,0.16,10.18,0.54,,,,,,,,,,,,
14.625000,79.625000,28_515_shc_2024-25.19778,Narampeta,,,,,,,,,,,,,63.0,164.0,109.0,0.33,7.9,0.46,176.0,0.26,5.26,0.12,1.12,1.38,,,,,,,,,,,,
14.625000,79.635000,28_515_shc_2023-24.6742,Atmakur,38.0,3.0,78.0,1.0,7.7,1.7,130.0,0.516,4.79,0.08,5.13,0.27,,,,,,,,,,,,,,,,,,,,,,,,
14.625000,79.635000,28_515_shc_2023-24.7362,Atmakur,138.0,16.0,91.0,0.18,9.2,0.6,97.0,0.713,4.08,0.13,4.08,0.3,,,,,,,,,,,,,,,,,,,,,,,,
14.625000,79.635000,28_515_shc_2024-25.2036,Atmakur,,,,,,,,,,,,,63.0,3.0,296.0,0.03,7.72,1.16,69.0,0.54,5.18,0.48,2.48,0.09,,,,,,,,,,,,
14.625000,79.635000,28_515_shc_2024-25.8345,Atmakur,,,,,,,,,,,,,75.0,1.0,64.0,0.3,7.39,1.98,146.0,0.58,7.26,0.51,3.14,0.5,,,,,,,,,,,,
14.625000,79.635000,28_515_shc_2024-25.11613,Atmakur,,,,,,,,,,,,,50.0,1.0,251.0,0.53,7.75,0.92,176.0,0.718,3.61,0.43,2.22,1.45,,,,,,,,,,,,
14.625000,79.635000,28_515_shc_2024-25.11617,Atmakur,,,,,,,,,,,,,75.0,1.0,238.0,1.13,7.58,1.46,18.0,0.68,2.84,0.41,3.16,0.31,,,,,,,,,,,,
14.625000,79.635000,28_515_shc_2024-25.11624,Atmakur,,,,,,,,,,,,,151.0,1.0,271.0,0.3,7.47,2.24,54.0,0.41,3.18,0.46,2.78,0.18,,,,,,,,,,,,
14.625000,79.635000,28_515_shc_2024-25.18826,Atmakur,,,,,,,,,,,,,100.0,3.0,264.0,0.6,7.52,2.8,105.0,0.34,3.86,0.38,3.18,0.59,,,,,,,,,,,,
14.622000,79.638000,28_515_shc_2024-25.11012,Atmakur,,,,,,,,,,,,,113.0,1.0,271.0,0.9,7.49,2.16,51.0,0.58,5.12,0.48,3.14,1.04,,,,,,,,,,,,
14.622000,79.632000,28_515_shc_2024-25.11060,Atmakur,,,,,,,,,,,,,50.0,25.0,122.0,0.53,7.02,0.69,54.0,0.68,4.21,0.32,3.86,1.19,,,,,,,,,,,,
14.622000,79.712000,28_515_shc_2023-24.6818,Peramana,188.0,37.0,117.0,1.02,7.6,0.4,28.0,0.11,4.3,0.28,3.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,
14.622000,79.718000,28_515_shc_2024-25.15552,Peramana,,,,,,,,,,,,,88.0,1.0,116.0,1.23,8.21,1.0,19.0,0.21,4.62,0.34,6.32,0.18,,,,,,,,,,,,
14.622000,79.722000,28_515_shc_2023-24.5190,Peramana,151.0,15.0,52.0,0.33,7.6,0.2,50.0,0.09,4.7,0.12,7.4,0.76,,,,,,,,,,,,,,,,,,,,,,,,
14.625000,79.725000,28_515_shc_2024-25.14650,Peramana,,,,,,,,,,,,,163.0,43.0,174.0,0.9,7.98,0.81,47.0,0.58,11.02,0.56,0.16,0.37,,,,,,,,,,,,
14.625000,79.725000,28_515_shc_2025-26.3587,Peramana,,,,,,,,,,,,,,,,,,,,,,,,,188.0,3.8,353.8,0.67,7.96,1.06,143.59,0.02,2.72,0.31,1.08,2.08
14.625000,79.745000,28_515_shc_2024-25.15153,Korimerla,,,,,,,,,,,,,151.0,52.0,28.0,0.95,7.86,1.1,40.0,0.43,9.41,0.12,0.48,0.75,,,,,,,,,,,,
14.625000,79.745000,28_515_shc_2024-25.15154,Korimerla,,,,,,,,,,,,,151.0,17.0,303.0,0.9,8.32,1.56,176.0,0.58,6.38,0.36,5.84,0.09,,,,,,,,,,,,
14.622000,79.762000,28_515_shc_2025-26.3434,Talupurupadu,,,,,,,,,,,,,,,,,,,,,,,,,113.0,16.1,285.5,0.16,8.36,1.8,80.55,0.33,8.15,0.09,2.97,0.75
14.622000,79.788000,28_515_shc_2025-26.7958,Talupurupadu,,,,,,,,,,,,,,,,,,,,,,,,,138.0,2.3,391.1,0.27,7.44,0.72,59.54,0.26,7.17,0.48,2.18,0.66
14.628000,79.792000,28_515_shc_2024-25.15159,Sangam,,,,,,,,,,,,,125.0,1.0,13.0,0.87,7.02,0.4,18.0,0.54,10.12,0.64,0.19,0.85,,,,,,,,,,,,
14.628000,79.792000,28_515_shc_2024-25.15205,Sangam,,,,,,,,,,,,,151.0,70.0,13.0,1.95,7.87,0.78,162.0,0.26,10.12,0.84,0.49,0.75,,,,,,,,,,,,
14.628000,79.792000,28_515_shc_2024-25.15257,Sangam,,,,,,,,,,,,,50.0,85.0,6.0,0.23,8.64,2.52,112.0,0.34,9.22,0.54,0.28,0.88,,,,,,,,,,,,
14.628000,79.792000,28_515_shc_2024-25.15258,Sangam,,,,,,,,,,,,,63.0,1.0,32.0,0.71,6.81,0.5,58.0,0.65,10.51,0.54,0.26,1.29,,,,,,,,,,,,
14.628000,79.792000,28_515_shc_2024-25.15260,Sangam,,,,,,,,,,,,,163.0,17.0,32.0,0.86,6.84,0.37,23.0,0.42,10.15,0.64,0.42,0.5,,,,,,,,,,,,
14.625000,79.825000,28_515_shc_2025-26.3252,Vangallu,,,,,,,,,,,,,,,,,,,,,,,,,38.0,16.1,347.6,0.16,7.32,1.02,129.59,0.15,6.18,0.08,3.15,0.82
14.625000,79.825000,28_515_shc_2025-26.10005,Vangallu,,,,,,,,,,,,,,,,,,,,,,,,,50.0,13.8,620.7,0.32,7.87,0.04,136.59,0.4,12.05,0.25,1.62,0.79
14.625000,79.825000,28_515_shc_2025-26.10017,Vangallu,,,,,,,,,,,,,,,,,,,,,,,,,151.0,47.62,322.8,0.16,7.81,0.11,210.14,0.3,8.18,0.09,2.1,0.44
14.625000,79.825000,28_515_shc_2025-26.10079,Vangallu,,,,,,,,,,,,,,,,,,,,,,,,,138.0,18.4,353.8,0.28,7.67,0.18,262.67,0.12,4.14,0.25,7.11,0.38
14.625000,79.825000,28_515_shc_2025-26.10096,Vangallu,,,,,,,,,,,,,,,,,,,,,,,,,113.0,4.6,378.6,0.22,7.13,1.03,175.12,0.21,12.61,0.17,3.47,0.31
14.622000,79.838000,28_515_shc_2024-25.6297,Jangala Khandrika,,,,,,,,,,,,,163.0,62.0,258.0,0.87,7.66,1.56,26.0,0.31,7.26,0.28,7.14,1.57,,,,,,,,,,,,
14.625000,79.835000,28_515_shc_2025-26.3423,Jangala Khandrika,,,,,,,,,,,,,,,,,,,,,,,,,88.0,122.1,348.9,0.22,7.65,0.04,28.02,0.27,9.11,0.35,10.15,0.5
14.625000,79.835000,28_515_shc_2025-26.3455,Jangala Khandrika,,,,,,,,,,,,,,,,,,,,,,,,,113.0,9.2,415.9,0.32,7.86,0.03,52.53,0.47,4.18,0.21,7.113,0.38
14.628000,80.028000,28_515_shc_2024-25.17151,North Amuluru,,,,,,,,,,,,,263.0,33.8,77.5,0.45,7.01,0.23,33.4,0.28,7.21,0.56,5.38,0.47,,,,,,,,,,,,
14.622000,80.032000,28_515_shc_2024-25.14266,Kalambotlavari Khandrika,,,,,,,,,,,,,163.0,33.8,174.3,0.95,7.01,0.25,28.1,0.41,5.16,0.26,7.28,0.44,,,,,,,,,,,,
14.628000,80.048000,28_515_shc_2023-24.5062,North Amuluru,176.0,88.0,91.0,0.51,7.0,1.2,21.0,0.59,14.6,1.41,9.54,0.5,,,,,,,,,,,,,238.0,29.4,224.7,0.69,8.28,0.1,42.03,0.26,3.26,0.28,3.26,0.68
14.628000,80.048000,28_515_shc_2023-24.6704,North Amuluru,138.0,80.0,137.0,0.61,6.0,0.4,38.0,0.74,50.2,1.39,3.13,0.19,,,,,,,,,,,,,,,,,,,,,,,,
14.628000,80.048000,28_515_shc_2024-25.20659,Anathabotlavari Khandrika,,,,,,,,,,,,,201.0,85.2,90.4,0.68,7.13,1.96,33.4,0.49,6.18,0.44,4.21,0.47,,,,,,,,,,,,
14.632000,79.412000,28_515_shc_2025-26.1079,Ponguru,,,,,,,,,,,,,,,,,,,,,,,,,389.0,61.4,105.3,0.33,7.59,0.24,3.5,0.26,4.86,0.37,2.87,0.5
14.632000,79.492000,28_515_shc_2023-24.5616,Mahimalur,100.0,25.0,104.0,0.98,8.1,0.4,54.0,0.34,5.65,0.84,3.08,0.34,,,,,,,,,,,,,,,,,,,,,,,,
14.638000,79.492000,28_515_shc_2024-25.15805,Mahimalur,,,,,,,,,,,,,201.0,17.0,180.0,0.69,8.02,1.48,77.0,0.21,6.42,0.65,1.74,1.81,,,,,,,,,,,,
14.632000,79.528000,28_515_shc_2023-24.6744,Mahimalur,113.0,53.0,279.0,0.82,8.4,1.3,83.0,0.01,7.33,1.1,7.2,0.26,,,,,,,,,,,,,,,,,,,,,,,,
14.632000,79.528000,28_515_shc_2024-25.1545,Revuru,,,,,,,,,,,,,138.0,38.0,245.0,1.15,8.37,1.29,93.0,0.41,4.32,0.16,6.26,1.19,,,,,,,,,,,,
14.632000,79.528000,28_515_shc_2024-25.11561,Mahimalur,,,,,,,,,,,,,100.0,1.0,225.0,0.3,7.84,1.69,23.0,0.32,7.62,0.65,1.19,0.56,,,,,,,,,,,,
14.632000,79.528000,28_515_shc_2024-25.11572,Mahimalur,,,,,,,,,,,,,138.0,38.0,174.0,0.56,8.08,0.64,51.0,0.24,7.37,0.94,1.76,0.78,,,,,,,,,,,,
14.632000,79.528000,28_515_shc_2024-25.11600,Mahimalur,,,,,,,,,,,,,125.0,80.0,238.0,0.24,8.71,0.88,97.0,0.1,3.36,0.36,1.52,1.16,,,,,,,,,,,,
14.632000,79.528000,28_515_shc_2024-25.11602,Mahimalur,,,,,,,,,,,,,125.0,38.0,174.0,0.3,7.77,0.94,51.0,0.24,7.86,0.94,1.76,0.8,,,,,,,,,,,,
14.632000,79.528000,28_515_shc_2024-25.11611,Mahimalur,,,,,,,,,,,,,138.0,1.0,200.0,1.63,7.9,0.8,37.0,0.42,7.14,0.8,1.23,1.22,,,,,,,,,,,,
14.632000,79.528000,28_515_shc_2024-25.11616,Mahimalur,,,,,,,,,,,,,138.0,3.0,135.0,0.45,8.0,1.64,23.0,0.21,8.84,0.65,1.25,1.41,,,,,,,,,,,,
14.632000,79.528000,28_515_shc_2024-25.15841,Mahimalur,,,,,,,,,,,,,125.0,52.0,155.0,0.6,8.12,9.78,109.0,0.17,7.461,0.68,0.93,0.56,,,,,,,,,,,,
14.632000,79.528000,28_515_shc_2024-25.19663,Mahimalur,,,,,,,,,,,,,163.0,1.0,303.0,0.81,8.14,0.75,33.0,0.28,8.59,0.94,1.21,1.13,,,,,,,,,,,,
14.635000,79.565000,28_515_shc_2024-25.8295,Nagulapadu,,,,,,,,,,,,,88.0,164.0,64.0,1.4,7.87,2.87,65.0,0.16,5.49,0.75,3.55,1.32,,,,,,,,,,,,
14.638000,79.572000,28_515_shc_2023-24.5330,Nagulapadu,63.0,1.0,176.0,0.28,8.0,0.5,59.0,0.46,1.98,0.96,2.74,0.3,,,,,,,,,,,,,,,,,,,,,,,,
